#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2
#Serial Number: SN:210321B81678
#Date Time: 2025-08-30 13:40:45.105
#Start: 1 Hz
#Stop: 2e+06 Hz
#Steps: 151
#Wavegen: Wavegen C1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 5.43531 V
#Offset: -0.000212314 V
#Relative: no
#Wavegen Channel 1: Running
#Mode: Simple
#Type: Sine
#Frequency: 1 kHz
#Period: 1 ms
#Amplitude: 500 mV
#Offset: 0 V
#Symmetry: 50 %
#Phase: 0 °
#Power Supplies: ON
#Positive Supply: ON
#Voltage: 5 V
#Negative Supply: ON
#Voltage: -2 V

#2,4kHz
#raw
#
Frequency (Hz),Channel 1 Magnitude (dB)
4514.372560156743,-0.6140007350818827
4972.837457927492,-0.6164266100223006
5477.862549764418,-0.6078004295744498
6034.176336545168,-0.60836131442076
6646.987530216071,-0.6108062862064858
7322.033822456089,-0.5969908085882688
8065.63560612671,-0.612757854481331
8884.755152496309,-0.6027041612988886
9787.061798309749,-0.5959086138505536
10781.00375304339,-0.5874523385312704
11875.88719866962,-0.5951685848547122
13081.96342253493,-0.5773053157440653
14410.52479916727,-0.5833720453630351
15874.010519682,-0.5831638796335804
17486.12305871999,-0.5776517755577294
19261.95646938656,-0.5848528128997234
21218.13770740453,-0.5650434951598657
23372.9823076856,-0.5751301079804344
25746.66587090448,-0.564469899135329
28361.41296568832,-0.5622483063364787
31241.7052150938,-0.5943071544068802
34414.51051566567,-0.556155438435968
37909.53553523274,-0.5623154100790829
41759.50385355275,-0.5585371485210332
46000.46235001132,-0.54989891798695
50672.11870705171,-0.5516544058286084
55818.21318934862,-0.541074079962044
61486.92817965766,-0.5549534583750342
67731.33930578439,-0.5345462298583102
74609.91238253185,-0.5427275188012569
82187.05082144572,-0.5285973663166399
90533.69863369993,-0.5213729948975903
99728.00467198262,-0.5228767731850216
109856.0543306119,-0.5237734208571978
121012.675554721,-0.5130346374959068
133302.3267050977,-0.5216388767429694
146840.0745916684,-0.5125767680360315
161752.671832863,-0.5381206947499954
178179.743628068,-0.5338467664064855
196275.0950548059,-0.5353271683392133
216208.1511307361,-0.5497425916681667
238165.5431236365,-0.5689510923739106
262352.855961835,-0.5686717965174524
288996.5531059249,-0.5740381353003655
318346.096904145,-0.5891146140408547
350676.2842841177,-0.6074574749560694
386289.8196497857,-0.6223647002670625
425520.1490733427,-0.6352110653550951
468734.5823184201,-0.6694063954937062
516337.7319257184,-0.6886287887921527
568775.3015609292,-0.7194007983021627
626538.2590948555,-0.7484862247772511
690167.433487898,-0.7797963262897917
760258.5785190784,-0.8030133065337108
837467.9507707948,-0.8495934229876583
922518.4540954644,-0.9064531590163867
1016206.408094064,-0.958602566045847
1119409.003979202,-1.034334056152395
1233092.517631243,-1.119037331298526
1358321.356745498,-1.23284784112866
1496268.026778092,-1.379896526047056
1648224.109000653,-1.554589974253208
1815612.35345029,-1.788093166702167
2000000,-2.081069894575146
